symbol,SL6644,SL7382,SL7393,SL7395,SL7616,SL7617,SL7618,SL7625,SL7632,SL7701,SL8435
SMDT1,896,1311,1313,1141,861,1145,1125,1415,1275,612,797
SMG1,3660,5396,4087,3609,3471,3783,3438,4769,4000,2375,4738
SMG1P1,55,50,20,11,41,9,88,24,37,43,27
SMG1P3,198,132,123,64,156,136,204,110,78,154,67
SMG1P4,6,2,48,1,5,5,9,5,2,10,2
SMG1P5,39,30,52,22,83,60,44,43,37,71,51
SMG1P6,14,10,13,8,18,7,30,12,8,20,3
SMG1P7,175,190,339,138,208,123,258,137,178,476,113
SMG5,6598,8740,8889,7096,4478,5372,4912,8692,7634,6124,3194
SMG6,4639,5175,4764,3537,3177,3217,3673,4387,3792,2716,1741
SMG7,3425,7750,5550,5131,2878,5660,3007,6971,5998,3361,4218
SMG7-AS1,9,9,10,9,5,9,8,6,14,5,8
SMG8,334,693,570,419,247,498,343,512,439,132,425
SMG9,1236,1619,1853,1369,1142,1274,1166,1869,1642,1646,665
SMIM1,7,11,7,12,4,3,4,10,9,11,3
SMIM10,178,157,193,131,105,104,168,146,144,54,84
SMIM10L1,0,2,4,2,2,2,3,2,3,0,2
SMIM10L2A,6616,9182,8813,8292,3536,8222,4409,10544,8234,3146,3471
SMIM10L2B,3536,6576,5527,5152,2140,5067,2585,6492,5063,2055,2064
SMIM11,548,652,771,616,501,618,642,770,656,438,457
SMIM12,906,1522,1400,1516,716,1360,837,1947,1589,1761,845
SMIM13,2297,5750,3842,4059,2071,5445,2186,4896,4855,1376,6622
SMIM14,2778,4752,3566,3281,2250,3702,2970,4318,3931,1001,4053
SMIM14-DT,38,22,24,17,33,8,28,18,10,5,3
SMIM15,774,944,900,717,647,805,786,846,808,319,1064
SMIM15P2,6,6,10,11,5,7,7,4,13,24,10
SMIM17,191,424,237,275,140,319,183,301,310,86,409
SMIM18,27,64,73,56,35,67,43,92,84,9,118
SMIM19,415,628,552,588,381,607,436,700,713,143,616
SMIM2,2,5,3,5,3,5,1,6,5,4,6
SMIM2-AS1,3,3,6,6,2,8,1,3,4,9,9
SMIM2-IT1,2,9,4,11,3,10,2,8,1,8,5
SMIM20,192,331,264,244,198,298,221,342,250,92,183
SMIM21,22,17,15,9,8,12,10,12,16,7,9
SMIM22,44,40,27,36,23,35,17,35,21,72,9
SMIM23,0,0,0,0,0,0,0,0,0,0,0
SMIM24,112,125,148,188,57,183,77,166,275,73,126
SMIM26,156,177,231,198,130,180,160,265,216,76,144
SMIM27,14,7,16,20,19,16,17,17,21,20,8
SMIM28,1,0,0,0,0,0,0,0,1,5,0
SMIM29,2093,2015,2426,1976,1193,2061,1388,2594,2198,2233,1271
SMIM3,0,1,3,0,2,1,2,0,0,0,1
SMIM30,202,261,248,184,235,220,221,271,203,64,208
SMIM31,0,1,1,3,0,0,0,0,1,2,0
SMIM32,212,135,165,114,84,335,168,198,98,72,128
SMIM34,36,15,31,15,40,12,32,22,20,36,15
SMIM35,0,2,0,0,0,0,0,0,0,0,0
SMIM36,1,2,1,0,0,1,5,1,0,0,0
SMIM4,173,50,164,80,134,79,142,87,82,399,44
SMIM43,1408,4110,2099,3255,934,4197,1059,3629,2831,569,4481
SMIM45,1285,1358,1933,1887,1075,1798,961,1634,1448,606,649
SMIM5,66,36,114,34,128,35,73,50,43,34,29
SMIM6,51,21,38,13,44,22,40,32,24,22,20
SMIM7,1419,1751,1713,1309,1173,1478,1237,1835,1619,816,1033
SMIM8,319,707,537,432,278,425,328,423,562,112,464
SMIM9,0,0,2,1,0,0,0,0,0,1,0
SMKR1,94,143,142,147,63,150,107,159,175,55,81
SMLR1,9,4,6,2,14,7,13,9,7,14,4
SMN1,222,140,190,150,230,247,156,231,194,163,191
SMNDC1,583,862,744,546,521,592,559,688,701,535,834
SMNP,1,2,0,1,0,0,1,1,3,3,0
SMO,811,690,709,158,604,312,674,430,191,379,28
SMOC1,1404,926,1520,876,1226,1216,1396,1059,752,238,524
SMOC2,1010,416,646,375,400,113,445,455,429,1084,182
SMOX,2362,2539,2687,1053,2016,1785,2479,1857,1383,2388,398
SMPD1,1597,2816,2653,2259,1440,2724,1564,3065,2216,1125,1021
SMPD2,117,87,174,147,95,94,110,109,126,107,52
SMPD3,1619,3280,3117,2636,1254,2814,1572,3269,2679,2680,1178
SMPD4,2151,2768,3322,2206,1693,2199,1982,2981,2486,1669,909
SMPD4BP,1548,1181,2568,1612,1084,1260,1282,1195,1462,1487,369
SMPD4P2,1,0,1,1,0,0,0,0,0,2,0
SMPDL3A,190,272,265,255,184,301,189,211,216,174,273
SMPDL3B,24,17,34,25,5,20,13,26,19,11,15
SMPX,27,45,40,34,18,48,22,64,51,20,33
SMR3A,0,0,0,0,0,0,0,0,0,0,0
SMR3B,1,0,0,0,0,0,0,0,0,0,0
SMS,1133,2793,2368,2119,1113,2720,1294,2640,2351,1071,2432
SMTN,2401,1004,1793,796,1356,896,1315,1678,940,2906,204
SMTNL1,139,103,127,48,90,73,144,69,91,204,31
SMTNL2,44,8,25,19,8,18,28,20,10,27,6
SMU1,1434,2816,2186,1928,1524,2479,1823,2324,2166,1134,2003
SMUG1,524,960,911,805,529,821,550,1061,877,219,552
SMUG1P1,0,0,0,1,0,0,0,0,0,0,0
SMURF1,1258,2563,2021,1685,1211,1871,1248,2546,2133,2132,1385
SMURF2,1493,1220,1157,579,1132,796,1232,873,803,709,740
SMYD1,91,180,180,80,43,134,107,164,65,35,141
SMYD2,1485,5527,2604,3333,1315,3335,1565,3413,3809,1411,2624
SMYD3,304,834,635,666,360,734,439,849,726,298,467
SMYD4,753,977,1053,773,676,780,793,966,859,375,432
SMYD5,1680,2960,2559,2261,1253,2023,1682,2635,2348,1068,1028
SNAI1,100,45,50,42,39,12,37,47,26,142,15
SNAI2,177,35,73,73,18,16,93,795,62,57,69
SNAI3,769,1053,1129,739,541,936,699,1399,935,463,374
SNAI3-AS1,1274,1789,2126,1565,850,1630,1161,2282,1704,829,583
SNAP23,250,187,271,132,299,146,288,184,155,450,119
SNAP23P1,4,1,2,1,1,1,0,1,1,1,0
SNAP25,84091,181876,138291,138850,57104,156760,75558,148833,161831,53929,130437
SNAP25-AS1,169,233,185,220,111,259,146,199,281,123,324
SNAP29,804,1133,1144,1005,707,904,951,1377,1028,405,1001
SNAP47,2236,4117,3007,3352,1429,3448,1907,4169,3654,1167,1842
SNAP91,8715,33285,16560,21139,6826,22254,8768,24495,22016,4664,22550
SNAPC1,144,178,170,123,131,142,146,141,128,87,153
SNAPC2,720,1056,999,904,529,748,656,1336,1049,3996,297
SNAPC3,2400,3697,2960,2618,2121,3172,2369,3149,2778,1405,3032
SNAPC4,2064,2493,3164,2458,1236,1925,2025,3186,2361,1853,544
SNAPC5,528,904,787,795,398,837,548,965,917,248,778
SNAPC5P1,0,0,0,0,0,0,0,0,0,0,0
SNAPIN,380,503,599,441,425,505,493,548,470,274,314
SNCA,4072,13023,6207,8771,3217,10415,3558,9710,8904,2923,12953
SNCA-AS1,6,4,5,4,1,12,8,4,6,9,8
SNCAIP,205,293,284,125,205,269,263,242,181,93,92
SNCB,23272,32722,30942,26501,14004,23233,19537,37420,30327,19470,11080
SNCG,2257,3759,5141,3857,2617,3599,2856,5366,5015,2155,2247
SND1,2991,5660,4252,4111,2169,4407,2887,6048,4495,1847,2555
SND1-DT,2,1,3,0,0,0,1,0,1,2,0
SNED1,1930,1452,1972,1391,1093,1203,2039,1727,1628,1397,502
SNF8,982,1399,1221,1088,870,1008,943,1228,1176,814,795
SNHG1,567,432,497,290,329,303,371,784,375,1210,261
SNHG10,43,34,57,32,25,25,36,39,19,24,25
SNHG11,281,353,402,292,211,271,259,427,334,115,153
SNHG12,147,94,182,119,132,94,153,230,159,381,60
SNHG15,220,183,262,228,148,243,169,429,229,246,154
SNHG16,146,176,110,139,84,193,105,258,145,158,142
SNHG17,207,339,192,117,105,147,190,339,158,256,589
SNHG18,39,27,33,18,20,17,20,17,18,28,25
SNHG19,15,20,31,26,23,13,23,40,19,22,16
SNHG20,335,234,292,222,263,294,218,292,260,269,134
SNHG21,4,9,3,7,5,3,5,14,4,3,4
SNHG25,4,1,4,2,6,4,3,7,1,6,1
SNHG26,7,6,12,2,5,7,9,7,4,62,6
SNHG27,3,1,1,0,3,6,4,1,7,10,2
SNHG28,187,192,299,197,148,165,155,216,230,67,158
SNHG29,428,541,493,460,417,465,450,691,513,432,567
SNHG3,217,151,203,141,200,138,168,616,168,488,99
SNHG31,31,30,27,3,25,17,23,27,17,12,8
SNHG32,879,920,935,712,730,656,809,846,729,546,482
SNHG5,522,682,712,443,546,400,548,681,581,618,367
SNHG7,505,439,755,585,369,493,505,785,692,934,233
SNHG8,140,248,230,261,130,233,139,348,243,151,181
SNIP1,363,627,623,579,362,681,374,718,562,406,481
SNN,10434,17731,13481,13672,6951,14191,8470,16661,15419,3227,7449
SNORA1,0,0,0,0,0,0,0,0,0,0,0
SNORA10,0,0,0,0,0,0,0,0,0,0,0
SNORA10B,0,1,0,0,1,0,0,2,0,0,0
SNORA11,6,5,6,5,3,2,7,3,3,0,2
SNORA11B,3,1,3,0,10,4,8,0,1,1,1
SNORA11C,2,0,1,0,0,1,2,0,0,1,0
SNORA11D,0,0,0,0,0,0,0,0,0,0,0
SNORA11E,0,0,0,0,0,0,0,0,0,0,0
SNORA11F,26,8,22,14,27,13,34,18,23,57,8
SNORA11G,0,0,0,0,0,0,0,0,0,0,0
SNORA12,4,3,8,2,7,6,5,2,2,8,1
SNORA13,2,1,2,1,2,2,1,0,2,3,2
SNORA14A,3,7,4,5,2,2,5,4,4,15,2
SNORA14B,8,8,11,11,5,11,2,12,8,7,14
SNORA15,0,1,0,0,0,0,1,0,0,0,0
SNORA15B-1,4,7,3,2,4,0,7,0,1,0,1
SNORA15B-2,1,0,3,2,3,2,2,4,0,3,2
SNORA16B,9,4,8,2,15,3,7,3,3,9,1
SNORA18,0,0,0,0,0,0,0,0,0,0,0
SNORA19,1,1,0,1,1,1,4,0,1,2,0
SNORA1B,2,0,0,0,1,0,2,0,0,0,1
SNORA20,3,2,1,1,2,2,1,1,1,2,1
SNORA20B,0,0,0,0,2,0,1,0,1,2,1
SNORA21,0,0,0,0,0,0,0,0,0,0,0
SNORA21B,0,0,0,0,0,0,0,0,0,0,0
SNORA22,7,5,12,5,6,5,15,4,9,11,2
SNORA22B,6,2,3,2,1,3,6,2,0,3,0
SNORA22C,3,1,0,0,8,4,1,3,1,0,3
SNORA23,8,2,4,5,5,4,6,4,2,8,1
SNORA24B,13,2,12,3,6,0,12,6,8,7,5
SNORA25,0,0,0,0,0,0,0,0,0,0,0
SNORA25B,1,0,0,0,1,0,0,0,0,1,0
SNORA26,10,1,6,4,5,1,8,7,1,6,2
SNORA27,0,0,0,0,0,0,0,0,0,0,0
SNORA28,1,0,0,1,3,2,4,1,2,2,0
SNORA29,0,0,0,0,0,0,0,0,0,0,0
SNORA2A,3,0,6,3,2,3,1,4,3,0,1
SNORA2B,4,1,2,0,3,0,2,1,1,4,2
SNORA2C,3,2,0,0,2,1,1,5,0,3,0
SNORA30,4,0,0,1,3,0,0,0,0,0,1
SNORA30B,0,0,0,0,0,0,1,0,0,0,0
SNORA31,1,6,1,6,5,11,2,6,3,27,0
SNORA31B,13,25,21,22,16,23,19,36,22,21,15
SNORA32,0,0,0,0,0,0,0,0,0,0,0
SNORA33,6,3,12,0,3,2,4,6,3,13,3
SNORA35,2,0,1,0,0,1,1,0,1,0,0
SNORA35B,0,0,0,0,0,0,0,0,0,0,0
SNORA36A,0,0,0,0,0,0,0,0,0,0,0
SNORA36B,4,0,2,0,8,3,1,6,5,6,2
SNORA36C,4,1,1,2,5,2,0,2,2,9,0
SNORA37,8,3,4,0,9,5,10,2,3,18,1
SNORA38,0,0,0,0,1,0,3,4,5,1,0
SNORA38B,0,0,2,0,1,0,0,0,1,0,0
SNORA3A,0,0,0,0,0,0,0,0,0,0,0
SNORA3B,0,1,8,1,1,2,3,3,1,0,0
SNORA3C,0,0,0,0,0,0,0,0,0,1,0
SNORA4,0,0,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0,0,0
SNORA40B,9,2,8,2,7,3,11,3,6,16,1
SNORA40C,0,0,1,0,2,2,1,1,0,2,0
SNORA41,0,0,0,0,0,0,0,0,0,0,0
SNORA41B,1,0,0,0,0,0,0,0,0,0,0
SNORA46,2,0,1,1,4,1,1,0,1,1,2
SNORA47,9,2,5,2,6,2,10,3,9,4,5
SNORA48,0,0,0,0,0,0,0,0,0,0,0
SNORA48B,0,0,0,0,0,0,0,0,1,0,0
SNORA49,1,0,0,3,3,0,3,1,1,2,0
SNORA50B,1,1,4,1,10,1,4,3,2,6,0
SNORA51,1,0,1,1,0,1,0,2,1,0,0
SNORA52,0,0,0,0,0,0,0,0,0,0,0
SNORA53,4,4,2,0,4,2,7,3,0,10,3
SNORA54,6,1,1,2,12,1,5,1,1,5,1
SNORA55,3,4,4,4,3,1,3,7,2,9,3
SNORA56,0,0,0,0,0,0,0,0,0,0,0
SNORA57,0,0,0,0,0,0,0,0,0,0,0
SNORA58B,0,0,0,0,0,0,0,0,0,0,0
SNORA59B,32,18,22,10,19,14,21,19,17,119,7
SNORA5A,5,10,9,13,2,5,3,5,4,7,2
SNORA5B,0,0,0,0,0,0,0,0,0,0,0
SNORA5C,9,9,12,8,3,4,3,7,7,3,2
SNORA6,0,0,0,0,0,0,0,0,0,0,0
SNORA60,8,6,16,6,5,3,9,6,4,6,1
SNORA62,0,0,0,0,0,0,0,0,0,0,0
SNORA63,0,0,0,0,0,0,0,0,0,0,0
SNORA63B,0,0,0,0,0,0,0,0,0,0,0
SNORA63C,6,4,5,2,9,2,4,2,2,3,1
SNORA63D,1,1,2,0,3,2,1,0,1,0,2
SNORA63E,0,0,0,0,0,0,0,0,0,0,0
SNORA64,0,0,0,0,0,0,0,0,0,0,0
SNORA65,7,7,11,4,7,7,3,7,10,16,9
SNORA66,39,29,29,18,27,40,21,33,16,24,28
SNORA68,0,0,0,0,0,0,0,0,0,0,0
SNORA68B,11,3,7,3,17,5,12,5,6,4,3
SNORA69,0,0,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0,0,0
SNORA70B,12,1,9,1,9,5,14,5,7,13,3
SNORA70C,1,0,4,2,3,2,3,0,1,1,0
SNORA70D,6,6,10,2,5,4,9,13,4,11,3
SNORA70E,2,0,2,0,4,1,1,1,1,3,0
SNORA70F,5,3,2,5,1,6,7,12,5,5,4
SNORA70G,6,4,6,3,15,7,17,4,3,16,0
SNORA70H,0,0,1,0,0,0,2,0,0,0,0
SNORA70I,0,0,0,0,0,0,1,0,0,0,0
SNORA70J,0,0,0,0,0,0,0,0,0,0,0
SNORA71A,4,0,6,1,1,3,1,9,0,7,3
SNORA71C,5,2,2,2,6,3,2,7,4,3,43
SNORA71D,0,2,2,0,0,0,1,0,0,2,0
SNORA72,0,0,0,0,0,0,0,0,0,0,0
SNORA73B,5,4,3,1,2,3,4,29,2,6,1
SNORA74A,1,0,1,0,0,0,0,0,0,2,0
SNORA74B,6,3,3,1,3,6,4,3,3,7,1
SNORA74D,1,0,1,0,2,2,1,3,0,4,1
SNORA75,2,0,5,1,2,4,3,7,2,3,1
SNORA75B,1,0,1,0,0,0,0,0,0,1,0
SNORA77,48,26,37,20,43,19,57,45,37,121,11
SNORA77B,0,0,0,0,0,0,0,0,0,0,0
SNORA79,0,1,0,1,0,0,1,1,1,0,0
SNORA79B,3,2,6,3,6,5,3,2,1,4,2
SNORA7A,0,0,0,0,0,0,0,0,0,0,0
SNORA7B,19,11,6,8,10,3,21,15,13,47,2
SNORA8,0,0,0,0,0,0,0,0,0,0,0
SNORA80A,9,2,4,5,7,7,4,5,3,9,2
SNORA80B,2,0,3,0,1,3,4,1,1,8,0
SNORA80C,6,2,5,3,6,1,6,1,4,28,2
SNORA80D,28,26,11,32,20,17,28,45,36,21,7
SNORA80E,8,1,8,6,3,2,6,3,6,11,2
SNORA81,0,0,0,0,0,0,0,0,0,0,0
SNORA84,11,6,11,6,10,5,14,13,13,70,7
SNORA9B,5,2,6,4,1,5,3,7,4,4,1
SNORC,1073,726,1231,475,661,923,710,925,632,540,145
SNORD10,0,0,0,0,0,0,0,0,0,0,0
SNORD100,7,1,1,2,2,3,2,2,2,3,1
SNORD101,3,2,3,0,5,0,0,3,1,5,1
SNORD102,0,0,0,0,0,0,0,0,0,0,0
SNORD104,3,1,2,4,3,4,1,6,5,2,1
SNORD105,1,0,1,0,2,1,0,1,1,2,1
SNORD105B,0,0,0,2,0,0,0,0,0,1,0
SNORD108,148,267,355,220,263,302,365,459,325,160,224
SNORD109B,2,0,0,1,1,1,2,1,1,2,0
SNORD11,3,0,2,3,2,1,2,3,1,10,0
SNORD110,0,0,0,0,0,0,0,0,0,0,0
SNORD111,0,1,2,0,2,0,1,0,0,2,0
SNORD113-1,4,5,11,4,11,5,9,5,5,50,4
SNORD113-2,1,2,12,2,9,7,14,4,8,28,1
SNORD113-3,10,20,20,10,34,24,25,23,18,121,16
SNORD113-4,6,4,8,3,2,7,11,2,2,2,3
SNORD113-5,2,0,1,0,0,2,0,0,1,2,0
SNORD113-6,0,0,0,0,0,0,1,0,0,0,0
SNORD113-7,1,0,1,0,0,0,1,0,0,1,0
SNORD113-8,1,0,2,0,0,0,1,1,1,7,1
SNORD113-9,2,2,4,0,4,3,4,3,1,5,1
SNORD114-1,3,3,8,6,2,4,2,1,4,6,6
SNORD114-10,8,4,7,5,6,4,9,12,7,35,7
SNORD114-11,3,3,10,6,8,6,10,10,9,74,4
SNORD114-12,3,0,0,0,0,0,4,0,1,20,3
SNORD114-13,10,2,9,3,11,4,13,6,5,52,1
SNORD114-14,3,1,5,4,0,1,5,1,3,11,2
SNORD114-15,0,0,1,0,7,0,4,2,3,20,0
SNORD114-16,0,1,2,1,1,0,4,0,2,4,1
SNORD114-17,0,0,0,0,1,0,5,2,1,2,1
SNORD114-18,0,1,1,1,2,1,1,1,1,4,1
SNORD114-19,2,0,3,1,2,0,2,1,0,7,0
SNORD114-2,11,10,15,5,19,7,13,8,13,79,5
SNORD114-20,0,2,0,1,2,0,2,0,0,15,1
SNORD114-21,1,0,7,1,0,0,2,0,2,9,1
SNORD114-22,0,0,0,0,0,0,1,0,0,3,0
SNORD114-23,0,3,1,0,3,0,4,2,4,10,1
SNORD114-24,1,0,0,0,1,2,3,1,3,6,1
SNORD114-25,2,0,3,2,0,2,2,1,1,10,0
SNORD114-26,6,0,4,4,2,3,8,4,2,9,1
SNORD114-27,0,0,0,1,0,0,0,0,0,2,0
SNORD114-28,2,1,0,0,1,5,4,0,2,21,0
SNORD114-29,9,5,5,3,13,5,10,7,5,88,2
SNORD114-3,20,7,24,12,17,12,24,21,16,133,4
SNORD114-30,3,2,4,1,4,1,8,5,4,23,3
SNORD114-31,2,4,8,2,6,0,8,3,6,27,5
SNORD114-5,1,0,2,0,1,2,1,0,2,16,1
SNORD114-6,1,12,1,0,8,8,4,3,0,72,1
SNORD114-7,8,5,14,5,15,16,18,5,6,54,5
SNORD114-9,7,2,4,6,12,5,12,4,2,87,0
SNORD115-1,1,0,3,1,4,3,6,2,0,3,1
SNORD115-10,2,0,0,0,2,1,0,0,1,5,0
SNORD115-11,2,0,1,1,3,1,2,0,3,7,1
SNORD115-12,3,0,2,2,3,0,4,2,1,8,0
SNORD115-14,7,2,7,4,8,5,11,11,4,16,1
SNORD115-15,1,1,1,0,0,0,2,0,2,1,0
SNORD115-16,0,0,0,0,1,0,1,0,0,0,0
SNORD115-17,0,0,1,1,3,0,1,0,1,0,0
SNORD115-18,1,1,0,0,0,1,0,2,0,0,0
SNORD115-19,0,1,1,0,3,0,0,0,0,0,0
SNORD115-2,5,1,2,2,6,4,1,5,4,2,0
SNORD115-20,19,15,25,17,19,15,34,23,25,15,7
SNORD115-21,10,5,14,6,16,10,11,15,11,16,3
SNORD115-22,12,3,14,3,5,2,13,7,7,5,4
SNORD115-23,2,0,0,0,2,3,2,2,1,2,0
SNORD115-24,0,0,3,0,0,0,1,0,0,1,0
SNORD115-25,5,1,6,3,9,5,11,11,6,4,2
SNORD115-27,7,4,3,6,5,5,10,3,5,6,3
SNORD115-28,3,2,5,2,0,2,0,0,1,0,1
SNORD115-29,0,0,0,0,1,0,0,1,1,0,0
SNORD115-3,0,0,1,0,0,2,1,1,0,0,0
SNORD115-30,2,0,0,1,0,0,0,0,0,1,0
SNORD115-31,3,6,3,3,1,1,5,2,7,6,2
SNORD115-32,2,0,4,2,2,2,1,2,5,4,0
SNORD115-33,2,1,2,1,0,1,1,0,2,2,0
SNORD115-34,1,0,1,0,1,0,0,0,1,0,0
SNORD115-35,2,1,4,3,2,1,2,8,3,0,2
SNORD115-36,1,4,1,2,2,2,2,0,3,2,0
SNORD115-37,0,5,4,1,5,5,3,3,4,4,0
SNORD115-38,1,0,3,2,4,0,2,3,7,1,2
SNORD115-39,3,1,4,1,2,1,1,3,0,0,1
SNORD115-4,7,5,13,2,10,6,18,6,5,9,0
SNORD115-40,0,3,1,1,3,2,2,1,2,2,1
SNORD115-41,1,1,3,1,1,2,1,2,3,3,1
SNORD115-42,2,0,0,0,5,1,4,2,2,1,1
SNORD115-43,5,5,6,2,10,5,8,11,6,9,0
SNORD115-44,1,0,2,2,1,3,3,1,1,4,0
SNORD115-48,2,1,3,2,4,3,3,0,0,0,0
SNORD115-5,2,1,3,0,4,0,3,1,2,5,1
SNORD115-6,7,4,9,1,7,2,21,3,6,3,2
SNORD115-8,1,0,3,2,1,3,1,2,1,5,1
SNORD115-9,1,0,4,0,0,1,2,0,0,0,0
SNORD116-1,8,1,1,2,7,2,7,3,3,6,3
SNORD116-10,3,0,2,0,1,0,2,1,1,0,0
SNORD116-11,3,0,1,0,1,0,3,2,2,1,0
SNORD116-12,7,0,5,6,9,3,6,10,14,5,0
SNORD116-13,7,2,6,4,14,9,21,4,3,3,2
SNORD116-14,9,1,8,4,6,7,6,4,3,3,3
SNORD116-15,2,0,1,2,1,4,6,1,6,1,1
SNORD116-16,2,1,1,0,6,1,3,2,1,0,0
SNORD116-17,1,1,2,1,1,0,1,2,2,0,1
SNORD116-18,2,2,2,2,2,3,3,1,2,2,1
SNORD116-19,1,3,3,1,1,2,7,0,3,2,2
SNORD116-2,1,1,0,0,3,3,1,0,7,1,2
SNORD116-23,4,1,2,4,2,2,4,1,6,0,1
SNORD116-24,6,3,8,3,5,5,11,3,5,8,4
SNORD116-25,1,0,0,0,0,2,2,0,0,0,2
SNORD116-26,6,2,3,2,2,3,5,4,4,3,4
SNORD116-27,8,5,1,3,7,2,6,4,6,3,5
SNORD116-29,0,0,1,0,1,1,0,0,1,0,1
SNORD116-3,3,2,1,0,2,0,0,0,0,1,0
SNORD116-30,2,0,1,0,1,2,0,2,2,2,0
SNORD116-5,1,1,0,0,0,1,1,0,1,1,1
SNORD116-6,4,2,5,4,4,7,4,3,3,7,2
SNORD116-7,3,0,5,0,2,3,4,1,5,2,0
SNORD116-8,1,3,2,1,4,2,3,3,1,1,0
SNORD116-9,1,1,3,0,1,2,1,0,3,0,0
SNORD117,3,3,0,1,0,2,0,2,1,1,0
SNORD118,0,0,0,0,0,0,0,0,0,0,0
SNORD11B,2,1,1,0,1,2,2,2,1,4,0
SNORD12,8,0,1,2,4,0,1,6,2,1,1
SNORD121A,0,0,0,0,0,0,2,1,0,0,0
SNORD121B,0,0,1,0,0,0,0,0,0,0,0
SNORD124,8,4,9,9,13,4,4,11,7,25,0
SNORD125,1,3,7,1,7,11,5,1,3,8,2
SNORD127,0,0,1,0,1,2,3,3,1,4,2
SNORD12B,8,1,4,2,5,5,4,10,1,5,0
SNORD12C,3,1,0,1,1,1,4,7,1,12,3
SNORD13,0,0,0,0,0,0,0,0,0,0,0
SNORD13D,9,2,6,3,12,6,8,8,4,10,1
SNORD13E,3,2,5,3,3,9,7,6,5,4,2
SNORD13P1,1,1,0,0,0,0,1,0,1,2,0
SNORD13P3,3,2,2,1,5,2,3,6,3,4,0
SNORD14A,5,4,6,5,2,4,3,10,10,5,5
SNORD14B,0,0,0,0,0,0,0,0,0,0,0
SNORD14C,0,0,0,0,0,0,0,0,0,0,0
SNORD14D,0,0,0,0,0,0,0,0,0,0,0
SNORD14E,2,0,3,3,1,7,1,4,3,7,1
SNORD15A,0,0,0,0,0,0,0,0,0,0,0
SNORD15B,1,0,1,0,2,0,1,3,2,1,0
SNORD16,0,0,0,0,0,0,0,0,0,0,0
SNORD17,5,1,2,1,6,6,9,10,4,7,1
SNORD18A,0,0,0,0,0,0,0,0,0,0,0
SNORD18B,0,0,0,0,0,0,0,0,0,0,0
SNORD18C,0,0,0,0,0,0,0,0,0,0,0
SNORD19,0,0,3,1,4,3,4,6,3,3,1
SNORD19B,0,0,0,0,0,0,0,0,0,0,0
SNORD19C,5,0,2,0,1,2,2,3,2,4,1
SNORD1B,0,1,0,0,1,1,0,1,0,0,2
SNORD2,0,0,0,0,0,0,0,0,0,0,0
SNORD20,0,1,1,0,0,4,1,1,0,0,1
SNORD21,0,0,0,0,0,0,0,0,0,0,0
SNORD23,0,0,0,0,0,0,0,0,0,0,0
SNORD24,0,0,0,0,0,0,0,0,0,0,0
SNORD28B,0,0,0,0,0,0,0,0,0,0,0
SNORD31B,0,1,0,1,2,0,1,0,1,0,0
SNORD32A,0,0,0,0,0,0,0,0,0,0,0
SNORD32B,1,1,1,0,0,1,0,1,0,12,0
SNORD33,0,0,0,0,0,0,0,0,0,0,0
SNORD34,0,0,0,0,0,0,0,0,0,0,0
SNORD35A,0,0,0,0,0,0,0,0,0,0,0
SNORD35B,0,0,0,0,0,0,0,0,0,0,0
SNORD36A,0,0,0,0,0,0,0,0,0,0,0
SNORD36B,0,0,0,0,0,0,0,0,0,0,0
SNORD36C,0,0,0,0,0,0,0,0,0,0,0
SNORD37,0,0,0,0,0,0,0,1,0,0,0
SNORD38A,0,0,0,2,0,0,0,0,0,0,0
SNORD38C,5,0,6,1,2,3,4,1,3,4,0
SNORD38D,0,0,0,0,0,0,0,0,0,0,0
SNORD3G,0,0,0,0,0,0,0,0,0,0,0
SNORD3H,0,0,0,0,0,0,0,0,0,0,0
SNORD3J,0,1,0,0,0,0,2,0,0,1,0
SNORD3P1,1,0,1,0,0,0,0,1,0,0,0
SNORD41,2,3,4,2,3,0,6,4,1,3,0
SNORD42A,0,0,0,0,0,0,0,0,0,0,0
SNORD42B,0,0,0,0,0,0,1,0,0,0,0
SNORD43,0,0,0,0,0,0,0,0,0,0,0
SNORD45A,0,0,0,0,0,0,0,0,0,0,0
SNORD45B,0,0,0,0,0,0,0,0,0,0,0
SNORD45C,0,0,0,0,0,0,0,0,0,0,0
SNORD46,9,1,7,2,6,2,1,4,2,2,2
SNORD48,0,0,0,0,0,0,1,0,0,0,1
SNORD4A,0,0,0,0,0,0,0,0,0,0,0
SNORD4B,0,0,0,0,0,0,0,0,0,0,0
SNORD5,0,0,0,0,0,0,0,0,0,0,0
SNORD51,2,0,1,0,1,0,2,2,0,2,0
SNORD52,0,0,0,0,0,0,0,0,0,0,0
SNORD53,1,0,0,0,0,1,0,0,0,0,1
SNORD53B,0,0,0,0,1,0,0,1,0,1,0
SNORD54,0,0,0,0,0,0,0,0,0,0,0
SNORD55,0,0,0,0,0,0,0,0,0,0,0
SNORD56,0,0,0,0,0,0,0,0,0,0,0
SNORD56B,0,0,0,0,0,0,0,2,0,2,0
SNORD57,0,0,0,0,0,0,0,0,0,0,0
SNORD58A,0,0,0,0,0,0,0,0,0,0,0
SNORD58B,0,0,0,0,0,0,0,0,0,0,0
SNORD59A,5,3,9,1,1,2,1,2,5,0,0
