symbol,SL6124,SL6125,SL6126,SL6641,SL6662,SL6670,SL7380,SL7401
SHFL,282,315,944,930,538,958,878,591
SHH,64,85,150,172,117,151,254,104
SHISA2,60,90,106,257,338,273,248,193
SHISA3,35,22,93,92,62,91,82,24
SHISA4,1203,1514,3915,3285,3065,4611,4674,2107
SHISA5,2221,3263,6086,5735,4078,5279,6124,4767
SHISA6,569,473,716,716,567,424,2006,707
SHISA7,6692,5015,4697,12298,11423,9591,16811,6936
SHISA8,1,4,8,6,6,8,4,3
SHISA9,1716,1831,1682,4139,4564,4025,8048,1927
SHISAL1,1290,1699,1333,3742,2371,1343,3547,1334
SHISAL2A,10,5,14,27,6,7,10,8
SHISAL2B,3,1,6,3,0,5,5,4
SHKBP1,252,319,678,836,578,1010,678,203
SHLD1,40,32,88,93,71,89,154,54
SHLD2,165,216,259,332,314,341,579,219
SHLD2P1,1,0,2,2,0,0,1,0
SHLD3,15,11,52,49,44,35,51,23
SHMT1,206,235,736,650,343,567,505,378
SHMT2,211,352,1269,454,368,525,620,313
SHOC1,55,30,279,91,51,92,65,59
SHOC2,1404,1679,2472,2885,2709,2791,4667,1963
SHOX,3,2,11,6,2,2,1,0
SHOX2,0,0,7,12,1,3,5,2
SHPK,32,24,75,71,55,53,52,28
SHPRH,479,353,2351,952,716,980,1142,638
SHQ1,136,148,221,292,274,304,486,173
SHROOM1,882,768,3524,3313,2092,3706,2889,785
SHROOM2,612,677,1097,1659,1747,1420,1965,479
SHROOM3,320,432,225,729,467,276,625,109
SHROOM4,456,407,852,1183,1164,1204,1512,366
SHTN1,4172,3213,9211,6294,6042,8448,11087,4280
SI,2,6,32,11,10,2,2,6
SIAE,540,783,875,1383,1315,1228,2180,701
SIAH1,76,65,245,222,190,205,311,166
SIAH2,379,405,1428,793,769,998,1412,492
SIAH3,153,86,184,277,291,246,398,133
SIDT1,83,257,145,445,166,152,226,49
SIDT2,2081,2299,3267,4534,4086,4529,5231,2812
SIGIRR,123,184,449,598,384,750,454,342
SIGLEC1,105,80,142,205,133,263,128,70
SIGLEC10,47,140,29,110,55,47,128,54
SIGLEC11,13,13,38,33,15,22,30,9
SIGLEC12,5,1,3,5,0,7,1,0
SIGLEC14,11,78,33,14,16,8,21,11
SIGLEC15,7,4,26,26,5,16,7,9
SIGLEC16,31,15,156,53,31,69,87,27
SIGLEC17P,3,4,5,6,5,7,0,3
SIGLEC5,3,15,17,12,15,10,18,7
SIGLEC6,0,2,8,4,2,0,0,0
SIGLEC7,1,31,12,3,0,11,9,10
SIGLEC8,67,90,12,152,45,70,116,25
SIGLEC9,41,195,55,65,39,47,40,76
SIGLECL1,1,0,6,5,1,1,0,2
SIGMAR1,900,979,1191,2428,1765,1863,2619,1240
SIK1,205,1296,1759,1184,406,423,630,845
SIK2,2458,2883,3248,6012,6018,4434,8874,3174
SIK3,4271,4639,5269,10507,11986,9888,15261,5061
SIKE1,430,412,511,805,747,770,1373,437
SIL1,231,276,629,772,597,762,850,351
SIM1,1,1,6,3,2,0,1,0
SIM2,93,110,167,270,232,320,350,163
SIMC1,397,345,708,871,626,628,1166,455
SIN3A,1055,1292,1232,2188,2176,1840,3442,1447
SIN3B,3244,3914,5881,8334,6400,7977,8775,4570
SINHCAF,40,99,93,162,121,115,175,81
SINHCAFP3,2,1,4,0,0,0,0,0
SIPA1,357,581,913,1352,841,1358,1152,488
SIPA1L1,7487,7872,9097,16830,16427,13389,23059,9571
SIPA1L2,814,1328,3210,1974,1670,1392,2452,1244
SIPA1L3,1038,1331,2217,3022,2277,2068,2544,1707
SIRLNT,1,1,10,4,0,0,0,1
SIRPA,6332,8139,8701,11387,13107,12472,22179,8274
SIRPB1,49,77,10,47,35,31,35,19
SIRPB2,33,106,48,111,62,75,100,22
SIRPD,2,1,5,7,0,1,2,0
SIRPG,5,4,14,5,1,5,3,1
SIRPG-AS1,3,1,6,1,0,0,1,0
SIRT1,449,467,787,1028,883,938,1755,541
SIRT2,2298,2591,5238,6035,4574,6860,8153,2709
SIRT3,1024,1047,2520,2557,1926,2705,3407,1678
SIRT4,24,11,74,44,17,49,32,20
SIRT5,344,396,626,908,733,936,1076,461
SIRT6,184,230,817,790,542,807,738,531
SIRT7,304,309,1440,840,686,1297,796,472
SIT1,0,2,4,11,3,4,5,1
SIVA1,208,248,512,506,495,861,814,492
SIX1,2,2,33,29,9,14,14,7
SIX2,4,7,8,23,10,6,13,1
SIX3,1376,1245,2594,4188,3765,4965,5380,2824
SIX3-AS1,83,101,218,267,215,323,426,157
SIX4,33,40,197,58,44,41,72,20
SIX5,74,80,302,330,146,264,163,70
SIX6,0,1,0,6,0,0,2,0
SKA1,7,4,84,19,15,33,14,5
SKA2,333,374,540,1043,713,1027,1275,498
SKA3,6,8,24,26,12,27,32,10
SKAP1,6,13,34,24,26,32,19,10
SKAP2,400,470,344,760,329,403,1199,661
SKI,2793,3466,5517,9406,6733,6468,9066,3976
SKIDA1,81,75,123,244,176,213,279,90
SKIL,523,622,703,1441,1295,1318,2139,712
SKIV2L,1195,1641,2116,3089,2637,3234,3291,1900
SKOR1,27,24,55,86,33,107,63,43
SKOR2,0,3,4,0,0,0,0,0
SKP1,2266,2664,3690,5749,5373,7357,9334,4048
SKP2,143,102,205,214,219,193,402,147
SLA,300,561,255,477,479,404,894,461
SLA2,25,14,142,46,20,60,30,18
SLAIN1,1452,1565,2278,2478,2749,3517,5675,1336
SLAIN2,575,631,1053,1366,1135,1084,1909,717
SLAMF1,0,3,5,5,2,3,2,2
SLAMF6,3,5,8,12,3,5,3,1
SLAMF7,1,4,6,11,1,10,2,1
SLAMF8,21,27,30,22,20,29,19,20
SLAMF9,2,0,1,2,2,1,0,0
SLBP,518,808,1221,1359,1123,1727,2152,1078
SLC10A1,7,2,47,14,6,13,9,7
SLC10A2,0,3,11,4,1,0,0,0
SLC10A3,148,189,537,508,408,534,495,216
SLC10A4,126,119,100,362,293,240,395,65
SLC10A5,22,34,44,55,73,52,102,47
SLC10A5P1,1,1,4,2,0,0,0,1
SLC10A6,4,5,10,13,5,6,6,3
SLC10A7,65,93,135,144,132,178,249,88
SLC11A1,60,1437,341,225,63,109,105,492
SLC11A2,1033,1126,1106,1628,1648,1758,3386,1020
SLC12A1,34,45,80,107,69,85,143,40
SLC12A2,1257,1214,1370,2266,2571,2895,4382,944
SLC12A3,11,12,498,37,11,28,7,11
SLC12A4,1180,1385,2505,3447,2074,2968,2594,882
SLC12A5,10159,14457,10461,31129,31383,26933,34294,12741
SLC12A5-AS1,9,5,35,14,7,19,16,10
SLC12A6,897,1114,713,1827,1995,1117,3305,881
SLC12A7,887,1485,3079,3723,2053,3066,2044,683
SLC12A8,326,231,468,688,587,512,787,439
SLC12A9,615,668,1410,1661,1201,1933,1697,822
SLC12A9-AS1,2,0,2,2,0,1,2,1
SLC13A1,1,5,16,5,1,4,1,1
SLC13A2,0,2,4,4,3,2,0,2
SLC13A3,560,587,618,1022,770,861,1425,405
SLC13A4,79,183,285,334,118,186,220,65
SLC13A5,389,555,1073,864,1033,1307,2000,656
SLC14A1,601,360,421,4198,604,1079,365,223
SLC14A2,9,15,47,25,25,18,20,8
SLC15A1,2,7,11,8,1,0,1,2
SLC15A2,855,791,1320,1124,1615,1610,2972,846
SLC15A3,238,333,396,917,507,670,488,158
SLC15A4,216,338,521,467,383,482,718,314
SLC15A5,1,5,14,10,9,4,7,2
SLC16A1,763,700,1086,2724,993,1244,1802,383
SLC16A1-AS1,59,31,184,175,75,152,102,57
SLC16A10,222,194,602,717,568,713,650,330
SLC16A11,51,56,179,266,148,227,211,122
SLC16A12,15,11,47,42,3,7,14,6
SLC16A12-AS1,0,0,3,0,1,0,0,0
SLC16A13,27,32,93,83,45,95,87,44
SLC16A14,540,604,537,1604,1222,1411,2081,605
SLC16A14P1,0,1,1,1,0,0,0,0
SLC16A1P1,2,0,2,3,0,0,0,0
SLC16A2,1343,1384,1231,2612,2357,1957,4432,1693
SLC16A3,99,850,1212,241,128,231,238,181
SLC16A4,79,82,254,282,128,201,205,78
SLC16A5,60,68,56,163,52,38,75,12
SLC16A6,115,210,320,292,217,192,273,131
SLC16A7,66,69,103,83,151,115,241,92
SLC16A8,243,144,295,394,424,512,526,314
SLC16A9,293,288,489,890,416,405,693,116
SLC17A1,2,3,9,2,1,0,0,0
SLC17A2,1,3,17,7,0,0,0,0
SLC17A3,3,0,14,6,2,2,2,0
SLC17A4,0,3,16,8,1,0,1,0
SLC17A5,340,433,481,863,669,817,1213,465
SLC17A6,6,36,14,7,5,3,17,5
SLC17A7,42,3847,244,203,84,278,100,159
SLC17A8,66,85,47,198,142,94,138,27
SLC17A9,31,87,145,89,54,75,83,103
SLC18A1,1,1,11,8,8,5,1,6
SLC18A2,309,405,261,742,712,789,1147,432
SLC18A3,71,146,301,875,496,404,284,72
SLC18B1,413,456,511,884,828,845,1414,643
SLC19A1,524,538,1044,1692,1084,2278,1375,613
SLC19A2,106,149,183,250,218,244,371,205
SLC19A3,63,83,118,300,143,172,208,38
SLC1A1,775,1048,984,2156,2019,2003,3315,1172
SLC1A2,59141,83723,108640,61362,215119,157786,309800,79911
SLC1A3,11047,14860,23851,12707,16462,18341,41782,15510
SLC1A4,3574,4191,5511,4772,7634,8057,15469,4193
SLC1A5,59,280,261,187,88,101,132,112
SLC1A6,945,1188,1121,2992,2459,2929,4041,1386
SLC1A7,6,29,79,88,32,77,45,11
SLC20A1,625,612,986,1063,1089,1180,1731,831
SLC20A2,1572,2740,2057,5071,3491,4290,5689,1913
SLC22A1,7,4,11,17,15,19,14,8
SLC22A10,9,11,22,23,14,9,26,15
SLC22A11,3,5,17,8,0,4,4,3
SLC22A12,3,3,40,4,0,5,4,0
SLC22A13,13,6,108,44,24,36,13,20
SLC22A14,17,19,112,55,34,69,30,20
SLC22A15,376,397,380,753,723,820,1256,327
SLC22A16,2,2,3,7,6,5,7,1
SLC22A17,13534,17961,18410,39690,39137,43534,53740,26866
SLC22A18,15,33,48,61,26,49,93,18
SLC22A18AS,2,3,5,8,2,4,4,4
SLC22A2,2,4,12,5,3,1,1,1
SLC22A20P,23,14,154,61,35,40,34,20
SLC22A23,1054,1297,2560,3293,2879,3015,3150,1192
SLC22A24,3,3,11,9,4,5,2,3
SLC22A25,23,12,17,18,30,20,74,36
SLC22A3,52,58,122,158,153,99,154,84
SLC22A31,20,35,100,38,71,187,60,37
SLC22A4,77,65,200,227,112,142,196,87
SLC22A5,422,266,786,1000,570,720,849,530
SLC22A6,67,56,310,165,175,268,336,63
SLC22A7,37,14,164,64,45,91,51,42
SLC22A8,3,8,20,25,7,14,7,9
SLC22A9,14,14,30,15,13,17,28,15
SLC23A1,127,65,86,79,68,53,42,23
SLC23A2,3165,3436,3018,6805,7110,6000,12346,4443
SLC23A3,13,7,92,30,15,27,28,6
SLC24A1,225,267,400,796,482,541,763,333
SLC24A2,2704,4137,3524,12373,11950,11621,9471,2297
SLC24A3,1138,1416,1888,2945,2689,2329,5246,1363
SLC24A3-AS1,10,4,44,25,8,21,13,8
SLC24A4,522,220,136,336,327,201,1368,417
SLC24A5,94,81,62,183,167,164,323,93
SLC25A1,828,1065,2558,2857,1583,2359,2538,1277
SLC25A10,13,14,39,50,52,64,49,33
SLC25A11,1096,1462,2369,3042,2553,3384,4405,1750
SLC25A12,1062,1060,1392,2201,2168,2128,2833,1213
SLC25A13,159,186,196,337,309,458,552,131
SLC25A14,334,428,459,822,750,913,1328,660
SLC25A15,83,64,126,185,169,160,285,97
SLC25A16,386,357,535,973,846,914,1240,584
SLC25A17,247,263,279,599,440,556,878,325
SLC25A18,1284,1022,3010,2440,2262,3615,3521,1513
SLC25A18P1,0,0,1,0,2,1,2,0
SLC25A19,91,168,171,189,167,204,261,160
SLC25A1P5,5,2,34,3,7,16,4,1
SLC25A2,4,4,12,12,6,12,7,2
SLC25A20,173,187,393,328,338,419,666,245
SLC25A21,0,11,15,7,9,6,15,8
SLC25A21-AS1,9,18,34,20,18,51,52,17
SLC25A22,1909,3424,4248,7887,6072,6554,6832,4873
SLC25A23,22566,25552,33128,106616,67198,56316,56976,34414
SLC25A24,88,102,80,157,169,156,343,112
SLC25A24P1,2,3,10,28,7,39,2,3
SLC25A24P2,0,1,0,4,0,7,1,1
SLC25A25,894,1328,2401,2563,2565,2716,3111,1766
SLC25A26,191,265,412,519,530,667,782,347
SLC25A27,1068,865,1608,2854,2661,2899,2784,1179
SLC25A28,724,753,2601,1975,1529,2185,2454,1535
SLC25A29,2642,2483,4477,5912,4853,6779,6671,4043
SLC25A3,3185,4135,6345,8352,7106,8480,11573,5630
SLC25A30,327,392,522,652,641,622,923,473
SLC25A30-AS1,0,4,14,5,1,4,10,1
SLC25A31,5,1,9,2,3,5,5,3
SLC25A32,291,365,315,577,637,724,994,431
SLC25A33,166,150,412,465,367,584,659,201
SLC25A34,137,117,593,235,212,320,289,186
SLC25A34-AS1,0,1,1,1,0,0,0,0
SLC25A35,57,70,55,219,116,151,142,59
SLC25A36,1061,1152,1449,2513,2130,2535,3847,1464
SLC25A36P1,2,1,7,5,4,10,4,4
SLC25A37,583,732,2283,1838,1245,1842,1639,989
SLC25A38,465,549,853,1094,920,1083,1715,762
SLC25A39,761,918,2761,2369,1635,2564,2724,1246
SLC25A39P2,0,1,3,0,0,0,6,0
SLC25A3P1,1,1,6,1,1,0,0,0
SLC25A4,3231,3843,3916,8865,8075,10461,12731,5151
SLC25A40,369,538,422,1081,1008,1206,1739,729
SLC25A41,266,166,1091,707,508,325,191,303
SLC25A42,1065,1130,1947,2804,2071,2463,3536,1807
SLC25A43,76,108,308,293,145,228,220,124
SLC25A44,1681,2081,2272,3897,4088,3792,5710,2428
SLC25A45,111,163,282,509,357,454,337,134
SLC25A46,1141,1219,991,2209,2221,2071,3882,1216
SLC25A47,0,2,18,10,4,4,5,0
SLC25A48,164,163,438,528,285,457,547,120
SLC25A48-AS1,0,0,4,3,0,0,1,1
SLC25A5,1064,1302,2280,2683,2855,3776,4477,1768
SLC25A5-AS1,46,52,92,127,118,160,238,67
SLC25A51,112,165,283,312,322,252,435,181
SLC25A51P2,1,1,2,1,1,0,0,0
SLC25A51P4,1,0,9,1,0,0,0,0
SLC25A52,3,2,5,2,1,1,1,1
SLC25A5P5,5,4,13,9,6,14,15,11
SLC25A6,3036,4082,9250,12407,8161,11914,12280,6601
SLC25A6P1,0,1,1,0,0,0,0,0
SLC25A6P3,0,0,1,2,0,1,0,1
SLC25A6P4,8,6,20,2,2,14,6,4
SLC25A6P6,0,0,8,2,1,0,0,0
SLC26A1,116,142,316,398,340,416,452,190
SLC26A10,22,30,69,29,49,142,78,33
SLC26A11,1074,1282,2451,2535,1990,2484,3658,1590
SLC26A2,129,257,289,411,334,271,454,379
SLC26A3,5,8,48,15,6,9,6,8
SLC26A4,30,77,82,95,93,119,142,45
SLC26A5,11,8,49,62,13,13,21,15
SLC26A6,280,264,774,499,404,791,524,386
SLC26A7,4,9,23,15,8,1,5,3
SLC26A8,149,106,361,317,226,231,449,216
SLC26A9,42,39,48,66,89,88,101,25
SLC27A1,1637,1355,3960,3799,2656,4552,4069,1674
SLC27A2,34,48,22,47,19,37,81,54
SLC27A3,175,330,915,443,245,458,433,480
SLC27A4,1106,1471,1886,3035,2682,3024,3347,1432
SLC27A5,169,156,592,457,274,480,475,274
SLC27A6,75,78,153,103,50,194,103,31
SLC28A1,8,7,29,23,4,7,6,3
SLC28A2,13,11,33,60,26,50,31,29
SLC28A3,10,6,23,28,8,5,4,7
SLC29A1,570,798,914,1559,1419,1533,2139,1137
SLC29A2,217,236,485,591,434,649,556,408
SLC29A3,145,131,211,348,210,225,433,111
SLC29A4,786,877,2145,2003,1263,2074,2524,989
SLC29A4P1,0,0,2,0,0,0,0,1
SLC2A1,1906,6377,7649,8911,5428,6986,7202,2631
SLC2A1-AS1,88,81,301,248,185,305,242,149
SLC2A10,139,185,219,269,298,236,450,185
SLC2A11,700,630,1473,2061,1366,1945,2060,1224
SLC2A12,233,224,317,349,547,377,822,314
SLC2A13,2197,2446,1136,4241,4404,3495,8983,2663
SLC2A13P1,0,0,0,0,0,0,0,0
SLC2A14,20,11,31,53,20,38,67,25
SLC2A2,2,3,11,6,3,0,0,0
SLC2A3,1585,4076,3050,3017,3286,2644,5780,2674
SLC2A4,63,83,307,160,101,193,113,114
SLC2A4RG,568,588,3498,2223,1233,2055,1703,733
SLC2A5,123,863,182,463,207,295,345,243
SLC2A6,291,427,692,1244,783,1190,825,406
SLC2A7,3,0,7,1,1,0,0,0
SLC2A8,343,456,1091,1239,852,1090,1478,704
SLC2A9,26,35,63,99,52,53,66,20
SLC30A1,964,1070,906,2366,2158,2143,3264,1121
SLC30A10,212,198,327,396,464,461,819,216
SLC30A2,4,8,24,7,1,6,4,8
SLC30A3,7,151,48,13,10,44,13,12
SLC30A4,510,788,845,2137,1454,1807,1764,881
SLC30A5,324,371,587,698,688,762,1150,464
SLC30A6,224,245,319,418,505,432,781,246
SLC30A6P1,0,2,4,1,1,0,3,0
SLC30A7,218,239,432,505,486,598,792,351
SLC30A8,31,15,19,20,29,33,237,12
SLC30A9,2001,2109,1506,3547,3364,3154,6974,2772
SLC31A1,458,696,952,1236,1111,1132,1843,696
SLC31A2,13,15,50,26,27,46,50,8
SLC32A1,3987,5783,3331,10458,12760,11031,16730,6017
SLC33A1,436,500,927,1201,1155,1128,1786,503
SLC34A1,5,3,15,11,16,11,11,7
SLC34A2,4,12,23,11,13,12,5,8
SLC34A3,59,85,78,169,108,139,128,50
SLC35A1,67,63,123,140,145,218,275,133
SLC35A2,267,369,554,641,584,703,905,454
SLC35A3,394,430,397,925,804,886,1519,601
SLC35A4,1184,1511,2929,3238,2810,3105,3630,1951
SLC35A5,600,884,580,1395,1406,1490,2551,814
SLC35B1,393,624,1242,1082,971,1265,1747,820
SLC35B2,435,485,373,1106,934,1288,1595,407
SLC35B3,133,124,212,319,217,357,452,178
SLC35B4,1514,1785,1036,3257,3503,3029,5872,1864
SLC35C1,314,372,658,1049,798,776,882,374
SLC35C2,629,906,1218,1659,1427,2046,1986,1063
SLC35D1,296,216,377,437,391,401,871,342
SLC35D2,100,118,215,255,189,281,348,125
SLC35D3,231,390,253,1157,1100,1141,1056,205
SLC35E1,1100,1297,2248,3065,2486,2679,3737,1481
SLC35E2A,90,59,74,168,291,207,247,30
SLC35E2B,1068,1115,1465,3343,2546,1912,4102,663
SLC35E3,263,301,481,783,655,768,1036,399
SLC35E4,217,265,476,949,594,826,865,359
SLC35F1,1664,2053,1428,2695,2939,2567,6787,2019
SLC35F2,84,181,111,167,96,107,581,199
SLC35F3,700,681,1408,2127,1622,1941,2030,1284
SLC35F4,49,50,74,125,97,148,184,93
SLC35F5,307,337,678,570,617,591,1109,506
SLC35F6,836,955,1470,2045,1890,1932,2565,1203
SLC35G1,82,94,143,315,233,201,308,160
SLC35G2,235,291,594,468,574,604,1086,420
SLC35G3,1,3,12,9,1,1,1,2
SLC35G4,1,0,3,2,0,0,0,0
SLC35G5,8,7,74,26,19,23,12,15
SLC35G6,11,5,43,21,25,18,23,6
SLC36A1,332,407,472,673,1020,850,1038,366
SLC36A2,4,1,11,10,0,0,2,0
SLC36A3,4,3,14,10,2,1,1,2
SLC36A4,685,948,1050,2045,1828,2292,2836,1303
SLC37A1,249,395,914,1257,848,826,959,423
SLC37A2,31,47,35,65,36,58,76,16
SLC37A3,420,394,598,893,747,874,1397,588
SLC37A4,210,182,211,388,305,473,518,186
SLC38A1,2381,3724,2577,8752,7216,6788,9591,2966
SLC38A10,1308,1486,3093,3859,2734,4284,3535,1671
SLC38A11,68,38,317,330,189,281,162,85
SLC38A2,1013,966,1768,1931,2125,2346,3324,1092
SLC38A3,992,1509,1451,3157,2262,2944,2606,746
SLC38A4,4,4,14,16,5,5,11,3
SLC38A5,584,367,253,2018,1316,1983,1461,91
SLC38A6,121,107,244,279,164,288,285,198
SLC38A7,901,983,1535,2296,1984,2315,2424,971
SLC38A8,1,9,15,23,19,28,23,6
SLC38A9,161,156,269,323,307,351,479,189
SLC39A1,532,865,2295,1438,994,1449,1528,925
SLC39A10,1507,2010,1003,4054,4328,3526,6526,2074
SLC39A11,180,188,296,408,304,483,434,207
SLC39A12,142,290,292,551,211,208,853,172
SLC39A12-AS1,7,1,6,13,4,6,37,15
SLC39A13,1056,1100,2899,3627,2578,4957,2749,1781
SLC39A14,413,2408,9818,831,715,645,1152,2627
SLC39A2,0,1,5,7,4,7,4,0
SLC39A3,317,400,574,1216,907,1139,1188,581
SLC39A4,71,94,185,314,118,228,192,136
SLC39A5,5,9,37,17,14,19,10,9
SLC39A6,785,1167,1171,1670,1660,1753,3330,962
SLC39A7,709,1000,2088,2107,1693,2111,2337,1189
SLC39A8,167,157,322,762,415,639,606,97
SLC39A9,949,1246,1266,1690,2104,1875,3719,1221
SLC3A1,33,32,145,83,41,85,62,32
SLC3A2,1411,2129,8784,3675,2684,4053,4679,1694
SLC40A1,420,356,647,818,637,722,1443,386
SLC41A1,1936,2252,3194,4317,3616,3241,4917,2146
SLC41A2,244,232,232,497,498,472,889,293
SLC41A3,1789,2325,2892,4839,4051,4523,6250,2625
SLC43A1,43,65,164,160,93,181,173,82
SLC43A2,923,1696,3773,3586,2687,2590,3220,1384
SLC43A3,36,42,89,109,59,66,104,76
SLC44A1,4198,3761,4621,7571,8933,10878,15894,2362
SLC44A2,3968,3656,7591,8314,6475,7874,10835,3876
SLC44A3,93,222,626,234,200,311,648,221
SLC44A3-AS1,15,59,178,45,19,35,37,53
SLC44A4,3,20,31,23,8,7,12,7
SLC44A5,63,74,96,99,77,113,219,72
SLC45A1,599,815,729,2038,1839,1988,2070,960
SLC45A2,5,5,28,36,29,23,29,17
SLC45A3,402,411,277,947,916,1323,1287,146
SLC45A4,395,525,726,1418,895,1098,1254,489
SLC46A1,207,195,291,391,342,398,535,232
SLC46A2,0,11,6,2,11,4,2,0
SLC46A3,155,178,342,439,334,410,467,268
SLC47A1,63,77,168,207,135,124,133,78
SLC47A1P1,12,9,21,20,11,13,20,11
SLC47A2,870,758,217,1814,566,293,515,91
SLC48A1,1821,1985,3724,4853,4176,5713,6365,2684
SLC49A3,85,113,459,300,153,317,200,139
SLC49A4,271,340,492,459,546,522,1169,360
SLC4A1,4,9,67,59,9,7,2,3
SLC4A10,1697,2694,1105,3041,4178,2866,7540,2389
SLC4A11,241,281,738,630,610,567,627,513
SLC4A1AP,711,887,1467,1791,1795,2008,2254,1101
SLC4A1APP2,2,0,4,0,0,0,0,0
SLC4A2,710,917,2180,2630,1838,2691,2180,487
SLC4A3,8359,11575,15176,37457,24831,25385,23602,14932
SLC4A4,2958,5228,4910,3227,8051,6104,16745,4755
SLC4A5,17,11,25,47,14,41,33,12
SLC4A7,266,314,906,1029,733,1151,1148,622
SLC4A8,774,958,953,1974,1801,1545,2355,1028
SLC4A9,25,18,85,114,84,132,63,28
SLC50A1,90,119,291,168,133,202,253,152
SLC51A,107,71,198,324,200,243,257,164
SLC51B,56,68,52,160,73,65,83,87
SLC52A1,13,10,115,36,25,31,21,15
SLC52A2,351,463,1178,1416,983,1520,1281,553
SLC52A3,77,126,119,258,93,198,122,154
SLC5A1,1,8,18,9,8,3,5,2
SLC5A10,4,4,28,12,11,10,16,8
SLC5A11,345,275,157,535,269,500,420,106
SLC5A12,60,74,72,262,304,377,288,92
SLC5A2,4,4,53,14,5,17,23,9
SLC5A3,0,0,0,0,0,0,0,0
SLC5A4,46,8,186,67,27,57,68,29
SLC5A4-AS1,10,1,10,7,5,12,15,5
SLC5A4P1,0,0,0,0,0,0,0,0
SLC5A5,12,4,30,26,9,1,7,11
SLC5A6,930,1357,1962,3692,2603,4856,2104,847
SLC5A7,265,408,222,982,761,398,733,79
SLC5A8,10,15,17,26,5,6,10,9
SLC5A9,9,17,18,29,24,31,18,23
SLC66A1,254,293,654,940,606,962,851,423
SLC66A1L,9,3,17,27,21,13,17,23
SLC66A2,1524,2100,4701,6459,4007,6235,5993,2724
SLC66A3,105,123,146,255,154,232,355,125
SLC6A1,6134,7210,11454,17078,15701,15694,21943,7319
SLC6A1-AS1,60,18,94,114,108,133,156,33
SLC6A10P,0,1,9,5,0,5,0,5
SLC6A11,1971,1732,2692,1217,1353,1336,5495,2535
SLC6A12,526,553,1335,2921,1545,2437,1649,605
SLC6A12-AS1,10,13,38,43,38,78,25,10
SLC6A13,129,89,368,627,443,676,448,184
SLC6A14P1,0,1,1,1,0,0,0,0
SLC6A14P3,1,0,5,1,0,0,0,1
SLC6A15,668,912,450,1202,1315,1347,2177,1058
SLC6A16,54,45,63,154,58,73,77,25
SLC6A17,4134,7026,5941,12807,11768,9246,15424,8087
SLC6A18,1,3,5,1,1,1,0,1
SLC6A19,1,0,5,2,1,0,0,0
SLC6A2,1,1,9,4,4,1,3,0
SLC6A20,22,30,35,308,63,71,27,7
SLC6A3,2,3,15,3,1,4,1,3
SLC6A4,14,7,34,23,15,17,14,8
SLC6A5,8,3,15,8,6,3,15,4
SLC6A6,512,988,773,2167,1447,1720,1884,726
SLC6A7,61,181,65,50,33,62,154,46
SLC6A8,3529,4270,8152,12030,7596,10446,8980,4400
SLC6A9,851,926,1111,2615,1630,1910,2723,695
SLC7A1,1324,1592,2381,4006,3153,2692,5167,1126
SLC7A10,512,676,1866,1260,1773,2441,2041,816
SLC7A11,1776,1949,3678,3925,3893,3448,7144,1261
SLC7A11-AS1,6,2,103,17,9,13,11,7
SLC7A13,1,1,8,2,2,0,1,1
SLC7A14,1586,2059,813,3133,3501,1784,6819,2154
SLC7A15P,0,0,5,2,2,0,0,0
SLC7A2,337,518,707,876,481,346,1037,621
SLC7A3,23,38,39,87,28,47,56,9
SLC7A4,171,243,108,394,399,362,516,226
SLC7A5,2357,5188,15109,12177,6122,9517,6853,1933
SLC7A5P1,4,13,26,18,21,19,24,7
SLC7A6,192,155,526,388,237,362,403,232
SLC7A6OS,66,81,188,159,111,160,207,100
SLC7A7,85,204,140,224,114,129,160,68
SLC7A8,760,950,2500,3805,2767,3123,2268,1102
SLC7A9,39,3,167,49,20,50,25,15
SLC8A1,4241,4708,3443,9661,11871,9454,20229,6233
SLC8A1-AS1,21,33,146,76,27,95,65,58
SLC8A2,2530,3318,2210,6389,5710,5344,8268,2625
SLC8A3,440,361,302,924,830,568,1513,349
SLC8B1,321,491,1281,840,750,1070,920,565
SLC9A1,1167,1547,2036,5830,3792,4740,3587,1638
SLC9A2,111,94,123,217,155,131,282,179
SLC9A3,34,93,239,186,219,446,183,124
SLC9A3P2,1,1,6,3,0,1,0,0
SLC9A3P3,2,2,5,7,4,2,5,5
SLC9A3R1,1081,3038,8461,3413,2726,4355,3427,2267
SLC9A3R2,960,834,3257,3941,2513,4229,2942,1288
SLC9A4,6,4,8,7,5,4,5,1
SLC9A5,826,782,2018,2311,1802,2444,1662,1356
SLC9A6,2838,3446,2217,4519,5904,4945,13599,4634
SLC9A7,1520,2149,896,2405,4155,1822,6696,2002
SLC9A7P1,36,77,60,137,93,89,150,36
SLC9A8,951,1125,1129,2339,2051,2333,3177,1116
SLC9A9,288,416,520,514,408,464,897,314
SLC9A9-AS1,2,1,2,1,1,2,0,1
SLC9B1,23,25,83,50,48,56,80,34
SLC9B1P1,2,0,2,0,0,0,1,0
SLC9B1P2,4,0,7,1,0,0,0,1
SLC9B1P3,0,1,11,3,2,0,0,1
SLC9B1P5,1,2,17,5,1,0,0,0
SLC9B2,577,698,1002,1284,1113,1000,2022,847
SLC9C1,5,3,18,17,6,8,5,1
SLC9C2,34,34,87,109,52,92,81,61
SLCO1A2,2280,1352,3257,3549,3643,4943,6443,1906
SLCO1B1,1,2,12,3,10,5,2,2
SLCO1B3,0,0,7,2,0,0,0,0
