symbol,SL6655,SL7393,SL7396,SL7625,SL7632,SL7805
FAM138D,1,1,1,1,0,2
FAM138E,0,0,0,0,0,0
FAM13A,1559,1703,1120,1803,1795,1824
FAM13A-AS1,96,202,166,133,131,139
FAM13B,3194,2594,1914,3300,2968,3605
FAM13C,1041,1430,943,1622,1361,1586
FAM149A,1024,1229,741,1316,1026,1299
FAM149B1,1185,1379,1000,1471,1334,1655
FAM149B1P1,1,1,0,1,1,2
FAM151A,39,139,91,69,74,82
FAM151B,100,104,80,109,99,167
FAM153A,721,1133,874,542,666,570
FAM153B,1258,1981,1720,1644,1449,1178
FAM153CP,442,648,515,378,365,404
FAM155A,3969,5348,3453,6220,5527,5585
FAM155B,357,477,269,551,446,501
FAM156B,53,70,39,57,53,70
FAM157A,5,4,1,3,7,6
FAM160A1,46,60,24,178,86,83
FAM160A2,2037,2286,1361,2417,1924,2835
FAM160B1,1628,1585,935,1592,1634,2441
FAM160B2,2861,3088,1699,3057,2342,3157
FAM161A,549,788,818,843,750,702
FAM161B,1244,1225,750,1330,1220,1602
FAM162A,1603,1848,1300,1966,1901,2293
FAM162B,161,176,71,214,214,242
FAM163A,316,350,100,552,224,254
FAM163B,1760,1037,452,1632,1241,1163
FAM166A,10,10,11,7,9,7
FAM166B,16,39,16,29,24,23
FAM166C,20,23,9,8,9,11
FAM167A,383,2383,1464,1183,937,919
FAM167A-AS1,3,9,7,4,6,5
FAM167B,11,29,22,15,13,10
FAM168A,14177,15226,8663,15264,13860,19522
FAM168B,18172,14849,10166,21220,19005,24101
FAM169A,2921,2833,1559,3360,3201,4609
FAM170A,0,3,1,1,1,6
FAM170B,0,0,1,1,0,2
FAM170B-AS1,0,0,1,0,0,4
FAM171A1,8245,10164,6245,10636,9612,11116
FAM171A2,6238,5792,3707,7647,4994,6620
FAM171B,6331,6765,3864,7514,5853,9711
FAM172A,1070,1411,819,1415,1250,1478
FAM174A,658,886,670,914,824,899
FAM174B,836,1040,756,1182,1185,1065
FAM174C,374,558,354,606,395,298
FAM177A1,964,1693,1489,1601,1495,1559
FAM177B,9,18,18,23,20,33
FAM178B,88,246,200,227,181,240
FAM180A,4,15,6,19,5,15
FAM180B,34,101,38,80,68,57
FAM181A,61,236,226,179,110,86
FAM181A-AS1,6,43,35,25,20,21
FAM181B,158,1003,674,470,332,324
FAM182A,92,90,125,28,20,100
FAM183A,2,1,2,0,2,2
FAM183BP,5,5,5,3,1,0
FAM184A,703,1516,968,1408,1191,1320
FAM184B,319,375,260,351,283,273
FAM185A,178,195,151,235,192,220
FAM186A,46,53,47,45,45,54
FAM186B,60,77,42,74,53,82
FAM187A,0,0,0,0,0,0
FAM187B,1,3,1,2,1,5
FAM187B2P,6,8,3,8,4,8
FAM189A1,5145,4110,2244,5180,4028,5338
FAM189A2,111,820,548,312,248,268
FAM189B,4381,3788,2646,3688,3298,3673
FAM193A,2194,2971,1983,2554,2367,2776
FAM193B,2209,3451,2581,3077,2390,2741
FAM197Y2,0,0,0,0,0,0
FAM197Y3,0,0,0,0,0,0
FAM197Y5,0,0,0,0,0,0
FAM197Y6,0,0,0,0,0,0
FAM197Y7,0,0,0,0,0,0
FAM197Y8,0,0,0,0,0,0
FAM197Y9,0,0,0,0,0,0
FAM198B-AS1,57,223,144,149,145,164
FAM199X,5923,6366,3418,6621,6394,9043
FAM200A,308,409,218,417,353,372
FAM200B,1392,1628,956,1952,1851,1877
FAM204A,917,1329,1034,1325,1301,1349
FAM204CP,2,3,0,1,4,2
FAM205A,2,11,4,13,5,14
FAM205C,4,8,5,9,8,12
FAM207A,630,512,294,601,534,513
FAM209A,4,3,3,1,1,2
FAM209B,2,4,7,2,7,4
FAM20A,83,103,66,113,77,82
FAM20B,6927,5686,3085,7861,6692,7971
FAM20C,1604,1806,1191,1930,1483,1683
FAM210A,415,524,255,558,576,629
FAM210B,1244,1907,1419,2296,1906,1590
FAM214A,823,1044,811,1101,938,1242
FAM214B,2041,2312,1767,2234,1897,2243
FAM214BP1,0,0,0,0,0,4
FAM215A,7,7,5,14,11,7
FAM216A,850,1037,742,1011,996,960
FAM216B,6,4,2,13,7,12
FAM217A,4,10,4,3,4,9
FAM217B,5636,5758,3755,8158,7431,8262
FAM218A,76,145,95,112,95,117
FAM219A,14590,11353,8344,12913,12161,15923
FAM219B,2904,3923,2320,3333,3198,4027
FAM21EP,29,35,25,38,30,35
FAM21FP,43,24,11,26,23,30
FAM220A,1268,1281,718,1489,1266,1703
FAM221A,150,272,238,207,241,266
FAM221B,12,25,12,14,14,29
FAM222A,643,1615,961,1186,933,1388
FAM222A-AS1,13,52,35,47,30,34
FAM222B,1859,2505,1660,2569,2362,2271
FAM225A,9,30,22,21,13,14
FAM225B,4,21,7,11,12,11
FAM227A,256,425,300,269,238,306
FAM227B,67,147,90,95,85,167
FAM228A,41,53,49,71,53,56
FAM228B,1417,1223,1089,1664,1345,1112
FAM229A,56,130,134,97,73,78
FAM229B,680,1526,1269,1306,1261,1345
FAM230B,4,1,1,5,1,10
FAM230E,0,0,0,0,0,0
FAM230H,3,0,0,0,0,1
FAM230I,8,7,4,5,11,13
FAM234A,903,1592,1312,1237,995,1083
FAM234B,6655,5393,3143,8724,8530,8751
FAM236D,0,0,0,0,0,0
FAM237A,21,16,22,20,21,26
FAM238A,2,2,4,3,1,2
FAM240C,21,39,45,20,25,29
FAM241A,142,256,172,192,129,231
FAM241B,880,788,556,1481,1258,949
FAM243A,88,109,36,126,127,165
FAM245A,1,1,1,0,0,1
FAM24A,1,3,1,2,1,1
FAM24B,1,4,2,7,1,4
FAM25A,0,0,0,0,0,0
FAM25E,0,0,0,0,0,1
FAM25G,0,0,0,0,0,0
FAM27C,14,25,16,17,21,10
FAM27E5,1,0,0,0,0,0
FAM30A,1,2,1,0,1,1
FAM32A,1929,2515,1836,2546,2498,2558
FAM3A,1714,2245,1783,2479,1885,1884
FAM3B,4,1,3,0,2,8
FAM3C,3080,2507,1608,3344,3905,3393
FAM3D,1,2,1,3,2,1
FAM3D-AS1,3,2,2,3,1,6
FAM41C,4,7,3,14,12,10
FAM43A,484,666,341,677,587,514
FAM43B,907,1192,619,1369,884,922
FAM47A,5,4,7,4,6,7
FAM47B,0,0,0,0,0,3
FAM47C,5,6,5,1,6,8
FAM47E,575,537,371,539,730,832
FAM47E-STBD1,1,3,0,3,2,1
FAM50A,1955,2683,2299,3038,2419,1964
FAM50B,836,906,672,1270,1079,1083
FAM53A,37,43,55,72,35,72
FAM53B,2188,3182,2141,2404,2111,2645
FAM53C,2878,3299,1952,3462,3018,3777
FAM66B,78,142,40,121,103,172
FAM66C,334,546,394,502,483,597
FAM66E,7,21,8,11,15,16
FAM71A,0,0,0,0,0,0
FAM71B,0,1,2,0,0,5
FAM71BP1,1,0,0,0,0,1
FAM71C,8,3,5,6,9,14
FAM71D,6,16,14,10,12,26
FAM71E1,129,159,124,264,168,179
FAM71E2,0,1,0,0,0,1
FAM71F1,8,12,12,7,9,18
FAM71F2,97,216,120,91,102,100
FAM72A,17,15,5,44,20,14
FAM72B,9,15,10,23,8,12
FAM72D,3,8,4,28,5,3
FAM74A1,0,0,0,0,0,0
FAM76A,430,638,552,625,589,745
FAM76B,269,473,317,390,280,394
FAM78A,1212,1318,635,1441,1066,1254
FAM78B,722,380,194,720,650,725
FAM81A,3442,2833,1989,3811,4034,3973
FAM81B,5,8,11,6,11,19
FAM83A,2,3,3,2,4,10
FAM83A-AS1,1,0,1,2,0,4
FAM83B,0,0,2,6,0,5
FAM83C,0,1,1,2,1,3
FAM83C-AS1,6,4,2,2,2,3
FAM83D,86,89,50,393,97,136
FAM83E,4,16,13,24,8,15
FAM83F,43,29,16,292,27,51
FAM83G,67,40,33,107,52,61
FAM83H,1145,895,432,1612,991,662
FAM86B1,137,288,244,317,244,243
FAM86B2,38,87,39,84,115,132
FAM86B3P,96,109,117,54,39,153
FAM86C1P,79,98,97,106,98,120
FAM86C2P,41,68,52,63,42,56
FAM86DP,332,407,271,487,320,455
FAM86EP,65,88,36,72,52,78
FAM86JP,88,78,60,103,183,70
FAM86KP,7,9,6,18,14,12
FAM87A,141,133,44,207,124,183
FAM87B,12,34,21,7,14,26
FAM89A,86,282,175,154,127,118
FAM89B,92,106,120,149,110,79
FAM8A1,2897,2797,1661,3172,3038,3815
FAM90A1,107,157,169,179,159,229
FAM90A11P,0,1,1,1,2,3
FAM90A12P,0,2,0,2,0,1
FAM90A24P,0,0,3,1,0,0
FAM90A26,0,6,7,27,10,13
FAM90A27P,0,0,0,0,0,3
FAM91A1,1548,1503,682,2133,1707,2295
FAM95B1,15,21,21,9,17,26
FAM96AP1,0,0,2,0,0,1
FAM98A,2152,2714,1697,2958,2615,2964
FAM98B,1637,1879,1280,2204,2140,2329
FAM98C,1495,1672,1265,1960,1562,1382
FAM99A,0,0,0,0,0,0
FAM99B,0,0,0,0,0,1
FAM9A,0,0,0,0,0,0
FAM9B,1,3,1,0,1,5
FAM9C,4,2,2,1,2,12
FAN1,978,1115,637,1217,942,1627
FANCA,385,411,238,527,344,443
FANCB,17,30,23,38,21,36
FANCC,153,240,145,205,171,244
FANCD2,69,71,83,234,103,138
FANCD2OS,1,1,1,1,1,5
FANCD2P2,0,2,2,0,0,2
FANCE,166,177,116,173,128,207
FANCF,219,323,179,349,291,359
FANCG,279,555,432,498,373,397
FANCI,180,257,195,581,278,335
FANCL,164,309,228,325,240,334
FANCM,243,285,223,299,285,372
FANK1,78,128,65,120,82,126
FANK1-AS1,0,1,2,0,0,1
FAP,48,82,50,57,68,111
FAR1,2831,3741,2138,3063,3028,4495
FAR2,1591,1309,721,1501,1562,2045
FARP1,4545,7092,3962,7918,6065,6437
FARP2,929,1542,1098,1527,1241,1891
FARS2,338,358,207,424,337,387
FARSA,4662,4162,3016,6043,4953,4614
FARSA-AS1,11,23,14,22,15,16
FARSB,2107,2070,1392,2535,2310,2448
FAS,68,265,99,131,141,125
FASLG,0,0,0,0,0,3
FASN,45744,33887,16640,42912,30044,50883
FASTK,5355,5552,3882,6400,4859,4748
FASTKD1,753,888,593,906,780,1008
FASTKD2,1129,1086,636,861,1054,1651
FASTKD3,160,240,169,242,174,253
FASTKD5,643,769,377,748,841,882
FAT1,828,3090,1297,2795,1350,1752
FAT1P1,0,0,0,0,0,2
FAT2,119,143,117,139,169,215
FAT3,6061,4133,2478,5859,5164,6899
FAT4,214,454,201,302,286,502
FATE1,17,6,10,11,15,13
FAU,701,1048,1270,1392,1080,777
FAUP3,0,0,0,0,0,0
FAXC,3771,2765,1720,4496,4167,5272
FAXDC2,911,3145,1710,1617,1545,2309
FBF1,287,585,488,451,368,376
FBH1,1839,1721,970,2246,1710,2435
FBL,750,995,812,1253,860,943
FBLIM1,164,240,324,365,126,188
FBLL1,1901,1706,1254,2702,2082,1625
FBLN1,512,1734,1327,1464,548,853
FBLN2,562,1389,955,1516,706,1190
FBLN5,559,789,596,1053,498,652
FBLN7,1504,1393,463,1780,2123,1874
FBN1,793,1419,749,987,1044,1643
FBN2,28,54,24,48,21,48
FBN3,162,266,113,199,199,319
FBP1,16,30,14,37,19,24
FBP2,1,0,2,3,0,2
FBP2P1,0,0,0,0,0,1
FBRS,2681,3665,2285,3133,2546,3058
FBRSL1,6607,7278,4113,8483,5534,5822
FBXL12,369,535,487,446,386,419
FBXL13,52,65,62,81,72,112
FBXL14,2586,1987,954,2776,2126,2927
FBXL15,940,1000,846,1453,1146,935
FBXL16,105220,82577,49007,109321,80333,84162
FBXL17,3443,3066,2033,4639,4390,5920
FBXL18,4979,3144,1439,5342,3495,4737
FBXL19,10887,8618,4463,12206,7748,8826
FBXL19-AS1,224,237,163,288,188,224
FBXL2,2846,2607,1575,3578,3135,3529
FBXL20,1115,908,474,1236,1152,1749
FBXL22,50,86,72,94,79,70
FBXL3,2095,2572,1444,2406,2329,2851
FBXL4,628,812,417,805,694,1154
FBXL5,2146,2941,2009,2948,2677,3900
FBXL6,620,942,698,825,586,669
FBXL7,273,1292,682,669,519,633
FBXL8,60,95,64,57,44,94
FBXO10,858,952,660,1039,805,805
FBXO11,2729,2558,1349,3152,2809,4352
FBXO15,64,78,82,74,104,112
FBXO16,245,279,230,301,300,290
FBXO17,511,606,619,547,499,490
FBXO2,6814,9111,7955,10771,7884,6935
FBXO21,4711,4945,3627,5781,5378,6831
FBXO22,477,665,339,691,527,730
FBXO24,9,37,33,19,25,29
FBXO25,713,722,465,831,785,1096
FBXO27,1502,1466,929,1486,1328,1308
FBXO28,2334,2226,1184,2780,2660,3568
FBXO3,1989,2204,1356,2234,2113,2788
FBXO3-DT,0,0,0,0,0,3
FBXO30,486,1035,454,836,715,1029
FBXO30-DT,291,323,252,346,298,420
FBXO31,5570,4870,3123,6424,5398,6624
FBXO32,2228,2457,1901,2921,2648,3241
FBXO33,2103,2598,1741,2824,2877,3042
FBXO34,3496,2862,1734,3808,3710,4791
FBXO36,208,389,278,314,271,346
FBXO38,1118,1438,927,1383,1260,1648
FBXO39,19,17,10,17,20,22
FBXO4,97,119,101,130,111,155
FBXO40,313,190,159,241,263,354
FBXO41,34499,22719,12365,31721,24379,33883
FBXO42,2211,2346,1409,2299,2143,2806
FBXO43,2,14,8,18,4,11
FBXO44,10884,9729,8299,12550,9970,9639
FBXO45,2268,2490,1506,3224,2763,3298
FBXO46,468,566,401,657,476,521
FBXO47,0,7,1,2,2,7
FBXO48,188,276,149,212,234,300
FBXO5,57,65,48,95,67,71
FBXO6,232,445,294,361,324,373
FBXO7,1352,2380,1909,2236,1671,2372
FBXO8,132,311,209,236,218,251
FBXO9,5802,4322,3037,6814,6067,6858
FBXW10,17,30,22,27,23,25
FBXW11,6761,6677,4179,7482,7124,9558
FBXW11P1,23,34,22,38,29,64
FBXW12,20,65,49,50,39,57
FBXW2,3291,3294,1922,4349,3859,4732
FBXW4,4941,5833,4921,5936,4279,4759
FBXW4P1,51,60,57,87,58,65
FBXW5,9385,8801,5531,10896,8050,8775
FBXW7,13057,13966,9918,17365,15123,18229
FBXW7-AS1,7,10,4,3,3,13
FBXW8,307,528,330,445,369,509
FBXW9,375,406,237,442,361,424
FCAMR,0,3,1,0,0,7
FCAR,2,7,9,4,1,10
FCER1A,2,0,2,0,1,2
FCER1G,18,84,40,98,38,61
FCER2,11,1,6,14,2,8
FCF1,376,554,448,638,594,578
FCF1P10,0,1,1,0,0,1
FCF1P3,15,13,5,8,5,21
FCF1P4,0,2,4,1,2,3
FCF1P5,3,4,9,4,2,5
FCF1P9,0,0,0,0,0,0
FCGR1A,5,25,6,34,8,9
FCGR1B,8,16,8,24,16,14
FCGR2A,15,42,49,142,33,49
FCGR2B,0,11,8,18,4,7
FCGR3A,33,194,83,174,102,174
FCGR3B,2,41,34,22,0,23
FCGRT,261,1016,930,1185,566,630
FCHO1,2895,3409,2511,3230,2461,3302
FCHO2,539,872,572,662,649,863
FCHSD1,336,677,510,438,398,478
FCHSD2,918,1706,1086,1589,1233,1574
FCMR,11,18,4,6,9,17
FCN1,3,23,9,11,3,1
FCN2,3,7,12,1,3,0
FCN3,4,8,10,7,11,17
FCRL1,1,1,0,5,0,3
FCRL2,0,0,2,2,0,2
FCRL3,3,5,2,9,1,14
FCRL4,2,5,3,4,5,9
FCRL5,1,1,4,1,2,8
FCRL6,11,20,11,14,11,23
FCRLA,1,8,2,2,5,5
FCRLB,70,143,70,139,103,150
FCSK,657,1468,919,1002,855,1086
FDCSP,0,0,1,103,1,1
FDFT1,3090,3871,2615,4534,3651,4805
FDPS,630,821,669,1132,768,941
FDPSP1,1,0,0,0,1,0
FDPSP4,13,13,18,21,15,18
FDPSP6,0,0,0,0,0,0
FDPSP7,0,0,0,0,0,0
FDPSP8,6,3,3,8,6,5
FDPSP9,1,0,1,0,0,3
FDX1,485,658,399,641,616,691
FDX2,6,5,10,11,4,8
FDXACB1,41,68,34,64,51,64
FDXR,316,552,385,429,319,373
FECH,782,976,522,1068,909,1489
FEM1A,6,6,4,6,7,5
FEM1AP1,5,22,1,0,44,0
FEM1AP2,17,18,7,18,27,29
FEM1AP3,0,0,0,1,0,3
FEM1B,6720,5629,2936,7574,7263,10597
FEM1C,1378,1840,967,1509,1472,2065
FEN1,623,668,424,833,770,856
FENDRR,130,119,63,131,139,100
FER,928,1597,1092,1382,1150,1644
FER1L4,304,391,333,244,255,241
FER1L5,155,222,163,173,143,145
FER1L6,21,15,23,16,12,22
FER1L6-AS1,1,1,5,0,1,2
FER1L6-AS2,22,15,39,27,20,22
FERD3L,0,1,2,0,0,0
FERMT1,85,314,245,283,190,330
FERMT2,463,2265,1480,1312,1083,1214
FERMT3,94,224,117,292,163,157
FERP1,2,1,3,6,4,1
FES,545,805,514,965,624,677
FETUB,16,11,4,14,6,15
FEV,30,32,23,19,20,21
FEZ1,8543,11391,7925,13359,10747,12089
FEZ2,2868,3317,2527,3466,2868,3520
FEZF1,3,10,10,6,5,13
FEZF1-AS1,1,17,5,8,9,9
FEZF2,1059,1028,818,817,580,1053
FFAR1,3,11,6,4,6,12
FFAR2,1,8,8,5,2,5
FFAR3,0,0,2,3,1,1
FFAR4,256,336,105,435,340,211
FGA,1,7,4,6,6,9
FGB,4,8,3,3,2,8
FGD1,1709,2017,1220,2209,1781,1975
FGD2,121,260,88,399,194,287
FGD3,115,182,105,244,115,179
FGD4,716,1297,902,887,835,1245
FGD5,681,868,435,976,725,701
FGD5-AS1,4402,7434,5241,6264,6271,7761
FGD6,524,1588,929,1159,840,1110
FGF1,4097,7932,8036,5730,5141,6763
FGF10,97,48,36,77,29,95
FGF10-AS1,0,0,0,0,0,1
FGF11,5,29,16,13,13,16
FGF12,10065,9645,6097,13704,13008,13217
FGF12-AS1,23,60,45,24,27,28
FGF12-AS2,11,46,55,55,37,37
FGF13,3431,2808,1851,3706,3553,4405
FGF13-AS1,15,15,8,6,11,11
FGF14,1671,1651,1120,1994,2044,2415
FGF14-AS1,3,7,2,4,4,9
FGF14-AS2,28,60,99,40,45,28
FGF14-IT1,13,21,17,16,29,45
FGF16,2,1,1,1,2,4
FGF17,579,963,871,695,803,485
FGF18,48,81,84,120,65,69
FGF19,0,0,1,0,0,4
FGF2,227,1162,617,631,423,518
FGF20,12,43,18,46,31,27
FGF21,0,0,0,0,0,2
FGF22,181,218,188,164,172,191
FGF23,8,4,1,0,6,13
FGF3,0,0,0,0,0,0
FGF4,0,0,0,0,0,1
FGF5,93,65,44,93,83,155
FGF6,0,1,0,0,3,1
FGF7,15,5,8,6,6,13
FGF7P6,0,1,6,1,0,1
FGF8,18,11,16,11,10,8
FGF9,1044,1099,788,1175,1269,1167
FGFBP1,2,0,0,1,0,1
FGFBP2,2,11,5,7,3,6
FGFBP3,74,159,134,132,177,95
FGFR1,2635,5219,2997,5044,4130,5501
FGFR1OP2,2236,2528,1654,2554,2793,3065
FGFR2,886,4093,2560,2121,1667,2690
FGFR3,1345,20221,11497,4911,3912,4976
FGFR3P6,0,0,0,0,0,1
FGFR4,91,130,150,272,107,87
FGFRL1,689,6143,2850,2179,1678,1597
FGG,3,2,5,3,2,2
FGGY,135,217,156,206,155,180
FGL1,8,40,30,34,13,36
FGL2,78,185,107,268,109,160
FGR,408,354,449,335,276,333
FH,1665,2217,1481,2160,1999,2383
FHAD1,146,201,108,191,188,292
FHAD1-AS1,1,0,1,0,0,2
FHDC1,248,222,135,261,215,258
FHIT,246,312,304,302,265,318
FHL1,6728,8785,6501,8579,8661,8741
FHL2,970,1104,572,1589,1098,1054
FHL3,501,696,539,824,611,567
FHL5,148,247,133,364,201,213
FHOD1,648,862,577,779,627,691
FHOD3,2969,3266,1700,3488,2984,3873
FHP1,0,0,0,0,1,1
FIBCD1,291,99,148,116,45,344
FIBIN,61,607,344,321,205,210
FIBP,2244,2531,2070,3513,2785,2828
FICD,405,762,452,680,521,632
FIG4,2183,2153,1215,2440,2179,2797
FIGLA,0,0,0,0,0,0
FIGN,799,1127,970,1197,1153,1592
FIGNL1,293,511,208,486,350,582
FIGNL2,55,43,23,44,49,43
FIGNL2-DT,17,16,16,7,26,18
FILIP1,849,693,628,726,517,1051
FILIP1L,774,972,954,932,933,824
FILNC1,0,1,1,1,0,1
FIP1L1,870,1262,829,1267,1161,1390
FIRRE,7,21,18,18,10,25
FIS1,1349,1784,1687,2277,2028,1916
FITM1,6,14,14,6,11,7
FITM2,1276,1122,625,1569,1549,1700
FIZ1,2155,2403,1670,2468,2073,2101
FJX1,1009,814,518,1183,821,786
FKBP10,287,1383,1115,748,564,643
FKBP11,3600,2400,1916,3537,2577,3795
FKBP14,299,661,445,439,440,504
FKBP15,1380,2057,1243,1746,1490,1783
FKBP1A,6384,6405,4681,8341,6568,6006
FKBP1B,224,255,287,296,278,208
FKBP1C,15,15,9,17,13,33
FKBP2,1260,1870,1734,2247,1794,1504
FKBP3,913,1202,968,1071,1104,1100
FKBP4,5171,4534,2820,7144,5593,6484
FKBP4P2,0,0,0,0,0,0
FKBP4P6,0,0,0,0,0,0
FKBP4P7,0,0,0,0,0,0
FKBP5,1093,877,1665,644,1065,1246
FKBP6,4,2,3,0,1,8
FKBP7,48,88,57,90,52,69
FKBP8,49659,52183,41098,65876,46201,50334
FKBP9,1439,2288,1083,1961,1808,1961
FKBP9P1,25,62,40,37,51,53
FKBPL,93,125,101,136,114,154
FKRP,1856,1989,1429,2205,1913,2021
FKTN,821,995,648,1058,885,1308
FLACC1,123,191,137,148,116,137
FLAD1,768,1018,728,1036,775,870
FLCN,2151,3373,2189,2167,2523,2412
FLG,137,29,42,94,64,130
FLG-AS1,115,45,90,103,75,111
FLG2,6,7,5,4,9,9
FLI1,215,363,190,371,396,331
FLII,3631,4875,2906,4799,3949,4819
FLJ12825,1,15,9,14,5,5
FLJ13224,0,1,0,3,0,1
FLJ20021,365,298,307,414,269,284
FLJ20712,0,2,1,3,2,2
FLJ22447,4,9,4,7,4,11
FLJ31104,9,32,33,25,32,17
FLJ31356,2,8,10,8,4,6
FLJ33534,654,425,238,698,509,619
FLJ37453,216,290,272,298,268,278
FLJ40194,0,2,5,2,2,10
FLJ40288,1,2,0,0,0,3
FLJ42969,14,9,8,11,5,12
FLJ46284,3,4,4,3,1,5
FLNA,11313,17482,12861,23021,9807,12061
FLNB,2726,3512,2886,3940,3009,3885
FLNB-AS1,43,40,22,49,34,44
FLNC,817,1312,805,967,792,1303
FLNC-AS1,1,1,0,0,3,1
FLOT1,9142,9986,8532,12624,9150,9626
FLOT2,9035,8377,5286,10042,8383,8805
FLRT1,1426,1604,612,2378,1461,2151
FLRT2,4524,4712,2590,5443,5003,6248
FLRT3,1214,1300,630,1323,1475,2199
FLT1,2353,2960,960,2549,3199,1859
FLT1P1,0,2,2,0,0,1
FLT3,101,144,198,102,189,177
FLT3LG,7,19,17,16,10,16
FLT4,503,660,293,646,474,545
FLVCR1,620,769,569,921,712,864
FLVCR1-DT,82,80,73,96,40,100
FLVCR2,30,65,46,55,66,44
FLYWCH1,6982,9170,5830,8125,6465,8580
FLYWCH1P1,0,1,0,0,0,3
FLYWCH2,571,804,495,816,648,698
FMC1,8,28,32,34,20,29
FMC1-LUC7L2,0,0,0,0,0,0
FMN1,2588,2338,1251,3549,3234,4296
FMN2,4065,5553,3081,6174,4794,5420
FMN2P1,0,0,0,1,0,3
FMNL1,3956,4199,2129,4812,3456,3792
FMNL2,4149,10435,6552,6705,5964,8695
FMNL3,1427,1975,1283,1969,1499,2088
FMO1,4,8,14,6,5,16
FMO11P,0,0,1,0,0,2
FMO2,29,118,121,72,64,72
FMO3,23,79,44,35,40,38
FMO4,18,55,36,73,34,46
FMO5,152,207,148,201,196,257
FMO6P,1,4,1,5,3,5
FMO7P,0,0,0,0,1,1
FMO8P,2,1,1,0,0,2
FMO9P,1,0,0,2,2,6
FMOD,139,138,232,254,126,261
FMR1,3064,4490,2864,5601,4951,5184
FMR1-AS1,6,4,2,6,3,10
FMR1NB,0,1,1,2,0,3
FN1,6830,13770,6688,13334,15162,9387
FN3K,4156,4177,3106,4780,3799,3794
FN3KRP,1731,2543,1813,2326,2068,2606
FNBP1,2819,6237,4376,4039,3923,4824
FNBP1L,826,1511,742,1241,1005,1233
FNBP4,1472,2521,2218,2245,1950,1862
FNDC1,8,9,15,22,10,22
FNDC10,2806,2793,2138,3039,2427,2316
FNDC11,4,3,3,4,5,3
FNDC3A,1884,3080,1791,2776,2508,3437
FNDC3B,531,862,540,1490,688,854
FNDC4,5295,4761,3440,5841,5279,4601
FNDC5,2541,2374,1188,3055,2580,2608
FNDC7,4,12,8,10,7,19
FNDC8,6,12,4,13,10,7
FNDC9,405,575,322,791,703,555
FNIP1,991,1500,855,1398,1326,2094
FNIP2,3564,3110,2364,4328,3713,4359
FNTA,753,1314,910,1209,989,1183
FNTB,244,402,368,280,319,299
FOCAD,4389,3268,2053,4235,4504,6329
FOCAD-AS1,6,7,2,2,2,7
FOLH1,168,480,370,356,305,586
FOLH1B,7,12,37,14,18,15
FOLR1,1,7,17,8,2,11
FOLR2,11,55,34,230,43,52
FOLR3,1,1,0,0,1,1
FOS,5551,2065,777,7472,1845,843
FOSB,2142,457,348,1996,760,778
FOSL1,18,34,20,48,14,25
FOSL2,3855,3029,1932,5272,3753,4532
FOXA1,1,1,2,0,0,4
FOXA2,0,0,0,0,0,1
FOXA3,0,1,2,1,2,2
FOXB1,0,0,0,0,0,3
FOXB2,0,1,0,0,0,0
FOXC1,627,868,571,1276,717,625
FOXC2,31,35,27,57,21,25
FOXC2-AS1,0,0,0,1,0,1
FOXD1,1,2,0,1,0,0
FOXD2,5,22,26,43,10,23
FOXD2-AS1,20,26,33,45,21,17
FOXD3,0,1,1,0,1,1
FOXD3-AS1,0,0,1,3,0,0
FOXD4,42,28,24,26,25,25
FOXD4L1,11,5,7,12,10,13
FOXD4L3,6,10,4,2,1,6
FOXD4L4,1,0,0,0,0,0
FOXD4L5,5,2,1,3,6,5
FOXE1,4,11,3,16,11,9
FOXE3,6,7,9,4,5,6
FOXF1,210,150,121,153,140,86
FOXF2,277,310,208,371,329,268
FOXG1,4196,4758,2631,5069,4523,5157
FOXH1,12,13,15,8,11,17
FOXI1,1,0,0,2,1,0
FOXI2,1,1,1,2,0,1
FOXI3,1,1,1,1,0,4
FOXJ1,12,95,86,75,37,54
FOXJ2,1363,1408,899,1792,1455,1968
FOXJ3,3852,3805,2255,4601,4222,5379
FOXK1,5999,5426,2821,7876,6212,8517
FOXK2,3390,3395,2056,4328,3484,4494
FOXL1,42,41,40,47,51,34
FOXL2,49,49,19,62,46,44
FOXL2NB,40,56,23,41,49,59
FOXL3-OT1,0,0,0,0,0,1
FOXM1,72,96,59,293,91,81
FOXN1,0,1,0,0,0,3
FOXN2,345,791,370,550,481,789
FOXN3,2677,3721,2381,4156,3512,3715
FOXN3-AS1,21,37,19,26,32,31
FOXN3-AS2,6,6,5,5,3,7
FOXN3P1,1,1,1,0,1,0
FOXN4,19,11,10,9,11,19
FOXO1,248,1146,619,652,487,565
FOXO1B,0,0,0,1,2,2
FOXO3,6762,6399,4127,8284,7712,9127
FOXO3B,155,89,45,170,98,179
FOXO4,2801,3686,3575,3318,2723,3148
FOXO6,256,203,141,223,90,180
FOXO6-AS1,8,12,11,11,3,7
FOXP1,4983,5456,3834,6655,6104,6388
FOXP1-AS1,8,13,11,17,16,10
FOXP2,784,532,476,876,638,1072
FOXP3,63,74,50,70,59,68
FOXP4,4275,3841,2421,4109,3099,4340
FOXP4-AS1,2,1,2,7,2,0
FOXQ1,456,358,172,387,336,234
FOXR1,3,4,5,3,1,2
FOXR2,1,0,0,0,0,0
FOXRED1,2641,3235,2390,3126,2521,2824
FOXRED2,3764,5693,2647,5468,3942,4952
FOXS1,35,81,73,69,54,53
FPGS,1062,1583,1316,1434,1119,1271
